"Name","Rating","Review","Date"
"Genevieve Glenn","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Would not recommend using Canada Goose Generations from my personal experience. My recommendation would be to use other resale sites. -Your gift card will be less than if you sold your items on any other resale sites.-Your ""gift card"" will not allow you to use any pay-later services like Affirm, Afterpay or Klarna on the Canada Goose website or Canada Goose Generations website . - Not convenient as it limits your purchasing power.-Generations and Canada Goose are not the same company and lack of cohesiveness and transparency between the two.- When I had questions regarding lack of transparency on the buyback program each company referred me to the others customer service. I have regularly bought Canada Goose coats since 2014. My opinion of the company has changed and I will no longer be a customer because of my experience with the Canada Goose Generations buyback program.","August 17, 2024"
"Andrew Blackadar","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I struggle with this company’s customer service. Have been a customer for over 25 years. I tried to exchange a jacket that was defective. It’s become a two week ordeal and I still haven’t shipped it back. Instructions are confusing. Multiple shipping labels later.  CSR’s don’t understand what they are suppose to do which has led me to returning a number of items and will never buy from them again. All I wanted was an exchange and have been driven to return a number of items.  Unfortunately I can’t give less than 1 as a review.","August 09, 2024"
"Tom Sörensen","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I am very disappointed with my shopping experience at Canada Goose. I ordered a jacket in two different sizes and had to return both items as they did not fit. The return was done properly and according to the return policy.To my surprise, the jackets were resent to me without prior notification. When I asked, customer service explained that the jackets were supposedly showing signs of wear. This is simply wrong. I only wore both jackets to try them on and never used them in any other way. They were returned in exactly the same condition in which I received them.Unfortunately, customer service has not yet offered a satisfactory solution. I hope that this misunderstanding will be resolved as soon as possible and that I will be refunded the purchase price.I advise future customers to be careful and prepare for possible problems with returns.Tom Sörensen","August 02, 2024"
"Yared Zavala","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I bought shoes, and in two months they came off the sole, very bad quality, I sent a report to warranty and they said that it has no warranty, and I paid 517 with tax, first time I bought and last time I do not recommend these shoes, very bad quality, I have photos of the product ,before check the reviews, I do not recommend this cheap quality product shoes .","July 14, 2024"
"Henrik","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I have been a Canada Goose customer for many years, and have never used their warranty program previously. The fur ruff on my less than 3 year old jacket became damaged, and I discovered that the fur was of questionable quality. Accordingly, I submitted a warranty claim. Canada Goose requested that I shipped the fur ruff, which I did.After receiving the item and also requesting a photo of the inside label of my jacket, Canada Goose informed me that fur ruffs were not covered under the warranty program. Also, that the damage resulted from ""improper care"". Canada Goose added that it had been decided to discontinue fur usage, and so was unable to offer any repair or replacement of the fur ruff. I objected, finding no such limitation in the warranty program documentation, and not agreeing that the item had been cared for improperly - rather, the damage appeared to be the result of a quality issue. Furthermore, I discovered that Canada Goose was continuing the sale of fur trimmed garments, while informing me that fur related warranty claims were no longer being serviced. Despite my objections, Canada Goose maintained the original decision, and refused to work with me to find a reasonable solution. I am sorry that Canada Goose does not stand behind their products, and I will make sure to avoid Canada Goose products going forward. This review is to share my experience, in the hopes that others can learn from my bad decision to purchase Canada Goose products.","July 20, 2024"
"Jia Zhao","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I used the trade-in program hoping to get decent credit to invest a new parka. However, my well-maintained parka(current value over 1800 Canadian dollars) only got me 388 credit. I was upset and shocked. over the years, we've purchased so many Canada goose product's and honestly, we like the products we bought. But the trade-in program is such a disappointment and scam in a way as you as a customer has no saying as all! once you sent in your item, you just have to accept whatever credit you get and they won't return the item if you are not happy with the result. of course, they won't return as they can make the profit again reselling it way higher price than they offered you. It's such a scam as their assessment process is not transparent, you only get a email saying, hey this is all you get for your jacket! I complained about how unfair the program is and demanded to send back my parka( agreed to return the gift card)They refused and stopped communicating with me. I am very upset and will make sure my friends will not use the trade-in program. And will stop purchasing any Canada goose product. I refuse to spend money in a company who don't give a damn to their royal customer. updates:  I had few emails exchanged with a senior customer service rep, he basically repeated the same answer in each email and now he completely ignored me and stopped all the communication.","July 16, 2024"
"Harry Archard","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I have used my jacket for a number of years now and I have always amazed at how warm and sturdy it is. However the cuffs eventually succumbed to wear and tear with holes appearing so I sent it for repairs under warranty. The initial warranty repair service was good as they paid for postage and fixed the issue under warranty. However they tried to charge me for dry cleaning which I had already had done before sending it in and sent proof of this with the jacket, I then had to email Canada goose sending the same proof. It was then agreed that it had been cleaned and an inspection and repair was carried out. When I received the jacket back there was a new tear around the front pocket which was not there when the jacket was sent. I then contacted customer service about damage and they emailed back to say the tear was present during the initial inspection but was irreparable and must have been caused by accidental damage. The tear was never mentioned by the warranty service following the inspection at the time and I was informed of all other defects found but heard and knew nothing about the tear until I received the coat back. The fact that this damage was blamed on me as a way for Canada Goode to save money is unacceptable given the price of the jacket. To summarise the actual jacket is a great quality product but this quality is let down by  poor quality control and even worse customer service.","July 16, 2024"
"Bud","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","the Wyndham parka i bought is not warm at all and i have been complaining for over 7 MONTHS! asking for a refund yet the customer service is atrocious and has wasted hours of my time cutting my chats off and ignoring me because they refuse to take responsibility. For £1400 the quality is disgusting and the jacket is not worth any where near that amount. it’s not as advertised or warm either. The next step will be to take legal action. I complained a week after getting it too but they are violating my consumer rights and dont care about customers. I have owned multiple other canada goose coats that have been warm yet this one is not at all, DO NOT BUY FROM THEMUPDATE TO THE REPLY.I have spent hours with unhelpful and rude customer support agents not helping and cutting of chats THEY DO NOT CARE.I asked for a refund as soon as I got it and was lied to and ignored for 7 months JOKE OF A COMPANY. Charging £1400 for a coat that is pure  will be taking legal action","July 14, 2024"
"Judith Harbron","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Never again - would prefer to give no stars!  Purchased Chelsea Parka in North Star White - wore for 6 days whilst on holiday.  Upon return jacket had discoloured with a yellow tinge and the cuffs had bobbled.  I had to get parka dry cleaned before returning (cost of £50), returned to Canada Goose who then eventually sent to Portugal to their dry cleaning facility, kept saying that I would have to pay for dry cleaning despite saying fee would be waived.  I explained that I would like it to be replaced with the same parka in black or a refund.  I have just received the jacket back after over 2 and a half months and it still has discolouration and it looks like the cuffs have just been de-bobbled.  Matter now with credit card company.","March 29, 2024"
"Zoe Gould","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Visited the Canada goose bullring store today greeted by an employee called Jed went in looking to buy a black t-shirt but then Jed picked out another colour which was even better than I originally wanted. He helped with explaining the sizes and how they fit, he offered us drinks as I was trying on the items. Overall top service and very polite man when I visit again I will be asking for Jed.","June 15, 2024"
"Ben","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I shipped off two jackets to the Canada Goose Generations program. 1 womens expedition 1 mens expedition, both in extremely good condition. I followed the instructions that Canada Goose gave me. I should have received a total CG Generations Gift Card of $2034. After nearly 2 months of no update, I contacted them and they will not give a resolution date or a timeframe of when they will have an update. It has been well over 2 months. The customer service I have received has been disgusting for a so-called ""luxury"" brand. BUYER BEWARE: Take your time and your money to Moncler instead!At this rate I just want the store credit that is owed to me or even just return the two jackets that I sent in back to me.","June 04, 2024"
"Darren","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","If your buying from cg don't expect your jacket to be repaired if anything goes wrong sent my hybridge lite in for repair it has around 30% of down filling them simply charged me £35 to wash it and returned it the jacket had already been cleaned by a reputable company called grangers who stated the down filling is gone waste of time and money","June 14, 2024"
"Can Inat","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","If I could 0 stars I would. I have spent thousands of pounds with this company. They sent me a jacket which was shocking quality the fur was horrendous. The box was damaged and falling apart. After contacting them they asked me to place an order over the phone so they can fix it. I did so and after receiving my second jacket the quality is even worse than the first one. They now have over £3000 of my money and do not help when calling. Shocking service for the amount of money they charge for their items. Awful customer service! As a loyal customer who has spent thousands of pounds with them they are shocking!","June 12, 2024"
"Ned St. Denis","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I would not recommend purchasing any hats! I have 3. The black hat has faded very quickly. My red one had the strap break in less than a year (and they refused to fix it as it is an accessory and not eligible) and when I washed my grey one, the brim lost all strength. For $250 it’s better to invest you money elsewhere.","June 05, 2024"
"Ab","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I am deeply disappointed with the warranty service provided by Canada Goose. I purchased a coat from an authorized retailer, White in Den Haag, and after only two years, the coat began to show significant discoloration. This was unexpected given the high price and reputation of Canada Goose products.In 2021 I sent my coat to Canada Goose for warranty service, hoping they would address the discoloration issues (few spots). Unfortunately, after receiving the coat back, the discoloration had worsened, and the overall condition of the coat had deteriorated. Despite my repeated attempts to resolve the issue, including providing detailed photos and explanations, Canada Goose has consistently denied responsibility, attributing the damage to improper care and environmental factors, rather than acknowledging a potential manufacturing defect or the impact of their own cleaning process.Their customer service has been frustratingly unhelpful, repeatedly directing me to address my concerns with the original retailer, even though the discoloration was clearly caused by their warranty service. Furthermore, they have refused to replace the coat, despite their own policy stating that products with manufacturing defects should be repaired or replaced.I am left with an expensive coat that no longer meets the quality standards I expected from Canada Goose. This experience has been incredibly disappointing, and I would caution others about the effectiveness and reliability of Canada Goose's warranty service. Their lack of accountability and refusal to provide a satisfactory resolution has led me to lose confidence in the brand.Case Number: 00681801Previous Case Number: 00130387","June 04, 2024"
"John","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Exceptional customer service","May 16, 2024"
"Elain Gentner","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I am extremely frustrated and angry with Canada Goose’s response to my claim on a defective Muskoka light purple hoody sweatshirt. After purchasing the sweatshirt, I washed it for the first time and noticed significant water stain damage, which I believe resulted from the color dye running.I contacted Canada Goose customer service and followed their instructions to send the item in for inspection. Despite their team conducting a full inspection, which included laundering the garment, they were unable to remove the stains. To my disbelief, they have refused to replace or refund the item and are not accepting any responsibility.  I wore and washed the sweatshirt only once, and there is absolutely no way I could have caused the water stain damage myself. This entire experience has been incredibly disappointing. I expected much better from a brand like Canada Goose, known for their high-quality products and supposedly excellent customer service. This has left me questioning their commitment to customer satisfaction and the quality of their products.","May 29, 2024"
"Elena Mytko","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-2.svg","I got my parka in navy blue less then a year ago. Jacket already lost its color under arms (low quality of material! I have other jackets- they don't have the same issue). I wrote to customer Servise - ALA LIFE warranty, but they said, its natural for jacket to loose its color!! There literally white dots under arms - blue color is gone. I really wanna attach pictures of the jacket, but I don't see the option here....I love their design and thought quality is alright, but no......Disappointed....","May 28, 2024"
"Chanchal Yadav","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","One of the worst product I ever bought, especially in this price range. The color faded in just one wear. I will never buy anything again from Canada goose. The product quality is not satisfactory.","June 30, 2023"
"Edison Kalimashi","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","On 02/04/24, I ordered a HyBridge Weyburn Hoodie jacket from Canada Goose. Upon its arrival, I was disappointed to find that the stitching was subpar and the jacket was faulty. After expressing my concerns to the company, they offered me a mere £50 voucher as compensation.Despite the initial setback, I decided to give them another chance and reordered the same jacket on 25/04/24. Unfortunately, the second jacket was even worse than the first one. The stitching was extremely poor, and fur was coming out from multiple places. When I reached out to Canada Goose again, they were unhelpful and only offered £100 in compensation, dismissing the quality issues as something that can happen.It is truly disheartening to see a company like Canada Goose, known for selling high-end clothing at a premium price, falling short in terms of both material quality and workmanship. As a consumer, I feel let down by their lack of attention to detail and commitment to customer satisfaction. In light of my experiences, I find it difficult to justify buying their products when better alternatives exist.","April 02, 2024"
"RJG","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I am so disapppinted to have to write this review in such negative terms about the company. I purchased a blue Rossclare Parka jacket in January 2023. The cost was over £1000.The fabric had faded around the seams of the arms by the end of the year and I sent the coat in for a warranty review in January 2024. Canada Goose acknowledged the coat as faulty. I have been toing and froing with them now for 4 months to receive a replacement coat in blue.Canada Goose refuse to offer me a replacement other than what they have in WARRANTY STOCK which is black or white.The blue coat is available online outside the UK but they will not offer me that option.When I speak to the customer care team they are entirely sympathetic with my position that when I choose to spend £1000 + on a jacket I want a specific colour - blue on this occasion. However when I go in to writing the only response I get is a gift card to the amount of the jacket or a replacement in black or white. I can’t get my money back even if I wanted it. What is so disappointing is the disingenuous way that I am dealt with, CG hold themselves out to be all about customer care. My request is entirely reasonable. CG are able to replace my jacket, like for like, but refuse to do so. What is WARRANTY STOCK? It is a complete con, CG are really letting themselves down with this approach to their customers. I think we can only assume this as a product of private equity ownership when it is all about profits NOT customers. Shame on you Mr Reiss (who sadly does not even have the courtesy to respond to my representations but hides behind the customer service Team).Any experience of others to help me make progress with CG would be gratefully received!UPDATE - as you can see CG have responded. I note with interest the final paragraph:‘we do not take your feedback for granted as it has been duly forwarded to the appropriate department. We do hope that we are able to re-gain your trust in our brand as we look forward to serving you again in the near future.’I have asked CG to address this statement with honesty and integrity. I very much hope to be able to update this post further to advise that they have GENUINELY sought to regain my TRUST IN THEIR BRAND. The solution is simple enough.FURTHER UPDDATE…No surprise CG have come back with the SAME response. So much for their feedback yesterday! Such a shame….empty of any credible intent..","April 25, 2024"
"Stella Serginis","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Purchased the Canada goose Belcarra jacket, black size medium. Returned it a week ago.. it’s still processing.. still waiting, after several attempts to re contact, the jacket was only tried on and I returned it for being too large. Now they’re saying it’s going to be returned to me because it looks worn and stinks. I am highly offended of this.. myself and home being a pet and smoke free home as well as very clean, sanitary person. I even just asked for it in a smaller size. Now it’s in review again after waiting a week which I feel is a lost cause in itself again. I need a jacket and am almost afraid to purchase again and the fear to needing to return an item. Very horrible to work with.","April 19, 2024"
"abdul rauf","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I have recently sent my jacket back due to a very tiny hole which is not clear to the naked eye and a stretch type of mark on my sleeve, after two weeks of inspection which sounds crazy I am now told that I have to pay for the repair, which I find absolutely sickening! I am told the mark is a pin sized burn mark, which when clearly looked at is incorrect, there is no way a burn mark can be pin sized without any rough edges and with the sleeve I was told it's also not a warranty issue. I would therefore advise everybody to stay away from this brand as the warranty is just a scam, and used as a bait when buying the product, but when you claim everything will refuted. I will definitely be staying away from this brand in the future and urge others to do the same","April 18, 2024"
"Ruth","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I purchased a brand new coat and owned it for one month and two days when the stitches started to come undone in one arm. I contacted Canada Goose for the lifetime warranty, after weeks and weeks (6-8 week process) to be told that nothing could be done and they were sending the coat back to me. I do not recommended this company.","April 15, 2024"
"Eveach","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Canada Goose - I recently purchased the Rossclair Parka Black Label and in 2019 the Berkley Coat. They are both made with excellent quality and their service was exceptional. I received free shipping on both items. They are packed with a wooden hanger and a bag cover to keep your coat in great condition. The box was fancy too. I had a business trip to DC during the winter storms and the Rossclair Parka kept me warm throughout. The hood was perfect in the cold wind and the style was nice. I received so many compliments as I kept warm and comfortable.The Berkley is a lighter weight jacket and is ideal for everyday use. I love the straps that you can carry your jacket as a backpack so it doesn’t take up all your luggage room. I definitely will purchase from Canada Goose again","January 27, 2024"
"Daniel","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Dear Canada Goose,I deeply appreciate your heartfelt response to my Trustpilot review. It's truly uplifting to receive such genuine appreciation from a company as esteemed as Canada Goose.Your dedication to craftsmanship and attention to detail shines through in every aspect of your products, and I'm delighted that my experience reflects that commitment.With the onset of the winter months, I eagerly anticipate broadening my Canada Goose collection. The Pom Cashmere Beanie Ribbed is next on my list, and I'm certain it will become another cherished addition to my wardrobe, providing both style and comfort during my outdoor pursuits.Once I've acquired the beanie, I'll be sure to provide a review. Given my exceptional experience with the Gilet, I have no doubt that the beanie will surpass my expectations as well.Thank you once again for your exceptional customer care. Your responsiveness and dedication only serve to strengthen my loyalty to Canada Goose.Warm regards,Daniel","April 03, 2024"
"Gabrielle Gordon","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Customer service is excellent. Product is even better than the pictures and lifetime warranty is reassuring. It's a lot of money but a product that will last. Its unbelievably comfortable and warm without overheating.","January 31, 2024"
"Ophelia","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","I am satisfied with the durability and comfort it brings during winter season. No need to bundle up sries of layers but one parka is enough to bring heat into your body.","March 26, 2024"
"faith whitehead","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","","January 15, 2024"
"Oliver Hillmann","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Poor customer service, long processing time, no exchanges made.Your behavior is anything but customer friendly. I ordered the gloves on January 10th, 2024 and, after trying them on once, informed you of the defect on February 20th, 2024. And then you rule out an exchange. As I said, I've bought a few products from Canada Goose so far, but that was the last time.","March 25, 2024"
"Marvin","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","","March 24, 2024"
"Anthony O'Mahony","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Another great service , quality jacket hassle free check out and fast delivery","March 24, 2024"
"carol khawly","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-2.svg","The zipper on the jacket stopped working within 3 months and we had a slight tear in the fabric. It was a pain to deal with customer service. We had to file a claim, pay for shipping it back for inspection then told to pay for repairs. They did not however say what we are paying for, they just sent an email that said you need to pay $40 for repair but did not tell me what repair out of the 2 I’m paying for and which was under warranty. Regret the purchase.. save your money and go with another brand. Overrated","March 05, 2024"
"Yutian","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","The experience was great, very fast delivery.","March 20, 2024"
"Jake","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Excellent material. Fast shipping.","December 01, 2023"
"Martha Herron","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Experience was very easy and the product is of superior quality.","February 23, 2024"
"Brenda","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-4.svg","Run large and not sure how to return for smaller size","March 22, 2024"
"Lorrie White","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-2.svg","cannot get a live person on the phone that can help with product information. so I ordered two jackets in two sizes and sent all 4 back. very disappointed that a luxury line such as Canada Goose didn't have product specialist that you can speak with!","February 20, 2024"
"Chiara","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Great products and company vision, proudly Canadian.","February 15, 2024"
"Ana","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Had to make an exchange and went to the store to get something quickly. The staff was very friendly and helped me get the perfect jacket. They even watched my toddler while I shopped!","March 03, 2024"
"Happy coat","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Great product. Nicely delivered","January 26, 2024"
"Donna","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","The communication was good. The return was made easy. I wish the jackets would fit me. But unless you are nearly flat chested the slimmer model is too tight.","February 15, 2024"
"Martin Vienneau","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Service, quality and easy to deal with .","February 28, 2024"
"zara nolan","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","","January 04, 2024"
"Deborah","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","We had to change the size and it was so easy The coaf is so well made an do wsrm","December 08, 2023"
"Abby","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Product arrived quickly and beautifully packaged. It is the warmest coat I have ever had. Worth the money! I look forward to having this for many years, probably decades.","March 23, 2024"
"Shona T","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Love this jacket, heavy and so incredibly warm!","January 12, 2024"
"Grace","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Sales rep was friendly, helpful, knowledgeable and willing to assist me. She also answered all my questions and was patient.","February 16, 2024"
"Llorie","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Friendly and helpful staff, Very good product","November 01, 2023"
"Nathalie","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Delay and coat quality","February 20, 2024"
"paul","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","","December 09, 2023"
"Natacha Friedman","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","This Canada Goose jacket is so warm and comfortable I don’t know how I got through the cold winters without it. Couldn’t be happier with my purchase. I highly recommend this Canada 🇨🇦 Goose jacket for all of your winter outing needs.","March 20, 2024"
"Sam","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","My husband loves the coat. Unique color and very warm.","February 26, 2024"
"Stephen","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Horrible brand took three month to refund me","January 10, 2024"
"Larissa","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Size Too small","December 01, 2023"
"Gaby","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Beautiful, soft and great quality.","January 01, 2024"
"Calvin McKee","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Team was very friendly. Pierre was very informative and patient. I was impressed by the cold room.","March 18, 2024"
"Erica Feininger","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","","March 22, 2024"
"Customer","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","","March 22, 2024"
"Mei Ling","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Canada Goose is very convenient. The quality of the items they sell are excellent. The deliveries are very quick and I love the different kinds of styles they offer. I can always count on Canada Goose to keep my relatives and I warm during the harsh conditions of winter. I will definitely be buying from Canada goose again.","March 19, 2024"
"Rhys Morgan","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Top quality as always Many Thanks Rhys","March 22, 2024"
"Anonymous","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Amazing quality!","March 22, 2024"
"Tanna","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","The quality of your products sell themselves.","March 22, 2024"
"Brian","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","This my second,  Wore the first one out","March 22, 2024"
"Insup Kim","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-4.svg","The entire process was quite easy and straight forward. The fact that they off this warranty program is outstanding. I will be a Canada Goose customer for life because of this. Jackets came back swiftly and cost was fair. You have to pay for cleaning if it wasn’t cleaned beforehand but I would let Canada Goose do the cleaning and you pay them as professional cleaning I found to be more expensive. Not everything was covered in warranty so it could get costly my jacket cost 105 to replace the sleeve, 30 to send in and 45 for dry cleaning. Canada Goose pays for the shipping back to you. The cost of a brand new Lodge Hoodie I believe is 845 plus tax so idk 🤷‍♂️. I’m quite happy","March 05, 2024"
"John","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","","March 22, 2024"
"Ivan","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","I purchased online and over the phone to locate the most desired shoes. The Canada Goose associates made it happen.","March 22, 2024"
"Anne","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Excellent service online , quick and easy","December 25, 2023"
"Charley","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Excellent service to accompany quality product. Perhaps over priced but I keep purchasing additional CG anyway.","March 17, 2024"
"Anna","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Everything from the shopping experience to the shipping speed, unboxing and of course the quality of the product reflects on the price point and is absolutely worth it. I am a believer in the CG name and experience and have since acquired several jackets for different weather types which have carried me through the South Dakota winter. In love with my winter gear!","November 27, 2023"
"Gilbert","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Everything was quickly processed and easy","March 18, 2024"
"Daylyn","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Great quality. Fast transaction.","March 22, 2024"
"Cesar","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","The company refused to answer any phone calls and customer service was incompetent and continued to give me a run around on what happened to my order","December 28, 2023"
"Buddaman11","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Loved everything about the vest I ordered! quality, fit, even the cool box it came in.","December 22, 2023"
"Rob Muise","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Stop with all the review emails; I purchased this in December 2023, and it's March.","March 22, 2024"
"customer","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Great but this winter has been raining 🌧 raining 🌧 raining 🌧 so have not been wearing Canadagoose much 🌎","March 22, 2024"
"Brett","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-3.svg","Poor selection of sizes, no option to back order the size needed.","January 24, 2024"
"Jade","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Beautiful coat. Well crafted and stands up to the frigid Michigan temperatures. I love how large the hood is and the pockets as well. When I have it on in the car I have to take it off. I love thatyou can secure it to your waist from the inside.","December 25, 2023"
"Ein dankbarer Käufer","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Very good products and very good quality. Keep up the quality. Please do not go crazy, wild or avantgarde with your fashion style, otherwise you will lose me as customer. I bought two parkas for my wife in the store in Zürich before it closed. That was around January 2024. Please open again a store in Zürich.","February 03, 2024"
"MD Mijanur Rahman","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Canadagoose jacket is the best quality jacket ever.","January 01, 2024"
"Ryan Burns","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","First-class experience. Great selection. Easy to order. Consistent updates on order and shipping status. And their packaging upon delivery is just gorgeous.","March 01, 2024"
"Keri","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-3.svg","The men’s jacket is very nice except that the zipper is in the same side that the Women’s jackets are on and not on the traditional side that US Men’s jackets are on, so my husband does not like it for that reason.","December 25, 2023"
"Glen","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Great product and good service in the store in Vancouver Love the black label","March 20, 2024"
"Dianne","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Great customer service, excellent quality!","March 22, 2024"
"Micheline","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Products are high quality, are delivered promptly, well packaged, and are in stock most times. Like styling. Have many Canada Goose products and so do family members (son and daughter) and they are very satisfied as well. Would be great if you could make more clothing without the logo. It’s the quality we love not the logo. Don’t buy often because of the logo - like sweaters and even jackets.","March 22, 2024"
"jon","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Won’t ship to California","August 02, 2023"
"customer","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","","February 12, 2024"
"yary","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-4.svg","The product is great quality, and it keeps me warm, but the belt is a problem it keeps bending inside the holes and I have to keep fixing it.  I feel for the price maybe use a different type if fabric for the belt.","October 22, 2023"
"Simran","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Style and fit","March 22, 2023"
